patient_id,admission_date,species,common_name,found_city,found_county,status,final_date
2022-0001,1/1/22,MUDU,Muscovy duck,,NA,D24,1/1/22
2022-0002,1/2/22,BDOW,Barred owl,Buladeen,NA,E,1/4/22
2022-0003,1/5/22,EASO,Eastern screech owl,,NA,E,1/20/22
2022-0004,1/8/22,EASO,Eastern screech owl,Wilkesboro,Wilkes,R,2/9/22
2022-0005,1/9/22,HAWO,Hairy woodpecker,Blowing Rock,Watauga,D24,1/10/22
2022-0006,1/12/22,RTHA,Red-tailed hawk,Kingsport,NA,T,1/14/22
2022-0007,1/12/22,AMGO,American goldfinch,Kannapolis,Cabarrus,E,1/21/22
2022-0008,1/14/22,EASO,Eastern screech owl,Linville,Avery,R,2/9/22
2022-0009,1/14/22,SYFL,Eastern cottontail,Boone,Watauga,E,1/20/22
2022-0010,1/21/22,GHOW,Great horned owl,Asheville,Buncombe,E,4/22/22
2022-0011,1/26/22,BDOW,Barred owl,,NA,E,2/7/22
2022-0012,1/29/22,BDOW,Barred owl,Zionville,Watauga,R,3/3/22
2022-0013,1/29/22,YBSA,Yellow-bellied sapsucker,Vilas,Watauga,D,2/1/22
2022-0014,1/31/22,BDOW,Barred owl,Valle Crucis,Watauga,R,2/20/22
2022-0015,1/31/22,GLVO,Southern flying squirrel,Boone,Watauga,D,1/31/22
2022-0016,1/31/22,SYFL,Eastern cottontail,,NA,D,2/2/22
2022-0017,2/2/22,NOCA,Northern cardinal,Hendersonville,Henderson,R,2/28/22
2022-0018,2/2/22,NOCA,Northern cardinal,Morganton,Burke,R,4/1/22
2022-0019,2/2/22,EASO,Eastern screech owl,Rutherfordton,Rutherford,R,3/18/22
2022-0020,2/2/22,EASO,Eastern screech owl,Woodfin,Buncombe,R,3/18/22
2022-0021,2/3/22,EASO,Eastern screech owl,Boone,Watauga,R,2/20/22
2022-0022,2/4/22,EASO,Eastern screech owl,Fletcher,Henderson,R,3/7/22
2022-0023,2/7/22,SYFL,Eastern cottontail,Bakersville,Mitchell,E,2/11/22
2022-0024,2/8/22,BAEA,Bald Eagle,Franklin,Macon,E,2/11/22
2022-0025,2/9/22,BDOW,Barred owl,Lincolnton,Lincoln,E24,2/9/22
2022-0026,2/9/22,DIVI,Virginia opossum,Boone,Watauga,R,3/1/22
2022-0027,2/9/22,SCCA,Eastern gray squirrel,Beech Mountain,Avery,T,2/9/22
2022-0028,2/9/22,EASO,Eastern screech owl,,NA,R,3/24/22
2022-0029,2/10/22,RTHA,Red-tailed hawk,Wilkesboro,Wilkes,E24,2/11/22
2022-0030,2/10/22,TUTI,Tufted titmouse,Hendersonville,Henderson,R,4/1/22
2022-0031,2/10/22,NOCA,Northern cardinal,Mills River,Henderson,R,2/28/22
2022-0032,2/11/22,GHOW,Great horned owl,,NA,E,2/14/22
2022-0033,2/11/22,RTHA,Red-tailed hawk,Sylvia,Jackson,E24,2/11/22
2022-0034,2/11/22,GHOW,Great horned owl,Hendersonville,Henderson,D,2/12/22
2022-0035,2/14/22,DIVI,Virginia opossum,Asheville,Buncombe,E,6/17/22
2022-0036,2/14/22,EASO,Eastern screech owl,Clyde,Haywood,E,2/16/22
2022-0037,2/14/22,EASO,Eastern screech owl,weaverville,Buncombe,R,3/7/22
2022-0038,2/14/22,BDOW,Barred owl,sapphire,NA,E,2/16/22
2022-0039,2/15/22,SCCA,Eastern gray squirrel,Hudson,Caldwell,D24,2/16/22
2022-0040,2/16/22,EASO,Eastern screech owl,Lenoir,Caldwell,E,2/25/22
2022-0041,2/18/22,GHOW,Great horned owl,Asheville,Buncombe,R,4/4/22
2022-0042,2/19/22,NOCA,Northern cardinal,Boone,Watauga,R,2/28/22
2022-0043,2/21/22,RTHA,Red-tailed hawk,Bakersville,Mitchell,EOA,2/21/22
2022-0044,2/21/22,BDOW,Barred owl,Connelly Springs,Burke,E,2/23/22
2022-0045,2/21/22,SYFL,Eastern cottontail,,NA,E,3/2/22
2022-0046,2/21/22,RTHA,Red-tailed hawk,Lawndale,Cleveland,EOA,2/21/22
2022-0047,2/24/22,EASO,Eastern screech owl,Asheville,Buncombe,E,3/28/22
2022-0048,2/26/22,RTHA,Red-tailed hawk,Mills River,Henderson,D,2/27/22
2022-0049,2/26/22,TUVU,Turkey vulture,AVL,Buncombe,E,2/28/22
2022-0050,2/27/22,SCCA,Eastern gray squirrel,Boone,Watauga,R,5/6/22
2022-0051,2/28/22,NOCA,Northern cardinal,Asheville,Buncombe,R,4/1/22
2022-0052,2/28/22,MODO,Mourning dove,Mills River,Henderson,E,4/29/22
2022-0053,3/1/22,SCCA,Eastern gray squirrel,Roan Mtn,NA,R,5/30/22
2022-0054,3/1/22,SCCA,Eastern gray squirrel,Roan Mtn,NA,R,5/30/22
2022-0055,3/17/22,AMGO,American goldfinch,Bakersville,Mitchell,D,3/20/22
2022-0056,3/3/22,SCCA,Eastern gray squirrel,Bakersville,Mitchell,D,3/6/22
2022-0057,3/3/22,SCCA,Eastern gray squirrel,Wilkesboro,Wilkes,D24,3/3/22
2022-0058,3/4/22,COHA,Cooper's Hawk,Morganton,Burke,E,4/18/22
2022-0059,3/4/22,BDOW,Barred owl,Bakersville,Mitchell,D24,3/5/22
2022-0060,3/4/22,CAWR,Carolina wren,Fletcher,Henderson,R,4/15/22
2022-0061,3/4/22,EASO,Eastern screech owl,,NA,D24,3/5/22
2022-0062,3/6/22,CAWR,Carolina wren,West Jefferson,NA,R,4/15/22
2022-0063,3/6/22,AMGO,American goldfinch,Lansing,Ashe,R,3/18/22
2022-0064,3/7/22,RSHA,Red-shouldered hawk,Hendersonville,Henderson,E,3/14/22
2022-0065,3/7/22,EASO,Eastern screech owl,Marion,McDowell,R,4/22/22
2022-0066,3/7/22,RTHA,Red-tailed hawk,Asheville,Buncombe,D,3/11/22
2022-0067,3/8/22,EASO,Eastern screech owl,Wilkesboro,Wilkes,E,3/10/22
2022-0068,3/8/22,SCCA,Eastern gray squirrel,Beech Mountain,NA,E,3/10/22
2022-0069,3/11/22,COHA,Cooper's Hawk,Waynesville,Haywood,R,4/8/22
2022-0070,3/11/22,MODO,Mourning dove,Sylva,Jackson,E,3/14/22
2022-0071,3/11/22,COGR,Common grackle,Banner Elk,Avery,D24,3/12/22
2022-0072,3/11/22,RODO,Rock dove,Asheville,Buncombe,E,4/1/22
2022-0073,3/11/22,PELE,White-footed mouse,Burnsville,Yancey,D,3/12/22
2022-0074,3/15/22,RTHA,Red-tailed hawk,Marshall,Madison,E,6/23/22
2022-0075,3/15/22,TUVU,Turkey vulture,Asheville,Buncombe,R,4/6/22
2022-0076,3/15/22,MODO,Mourning dove,Weaverville,Buncombe,R,4/1/22
2022-0077,3/15/22,RODO,Rock dove,Pisgah Forest,Transylvania,E,4/20/22
2022-0078,3/15/22,HOFI,House finch,Asheville,Buncombe,R,3/23/22
2022-0079,3/15/22,AMGO,American goldfinch,Sylva,Jackson,D,4/20/22
2022-0080,3/16/22,AMGO,American goldfinch,Alexander,Buncombe,R,5/18/22
2022-0081,3/18/22,DIVI,Virginia opossum,Boone,Watauga,DOA,3/18/22
2022-0082,3/18/22,RTHA,Red-tailed hawk,Mill Spring,Polk,D,3/21/22
2022-0083,3/18/22,MODO,Mourning dove,Blowing Rock,Watauga,R,8/23/22
2022-0084,3/19/22,RTHA,Red-tailed hawk,Morganton,Burke,R,7/6/22
2022-0085,3/20/22,NOCA,Northern cardinal,Mooreseville,NA,E24,3/21/22
2022-0086,3/20/22,MODO,Mourning dove,,NA,E,4/22/22
2022-0087,3/20/22,PIWO,Pileated woodpecker,Wilkesboro,Wilkes,D,3/21/22
2022-0088,3/21/22,GBHE,Great blue heron,Deep Gap,Watauga,E,3/23/22
2022-0089,3/22/22,BCCH,Black-capped chickadee,,NA,R,3/28/22
2022-0090,3/22/22,SCCA,Eastern gray squirrel,Zionville,Watauga,R,5/30/22
2022-0091,3/23/22,RODO,Rock dove,Asheville,Buncombe,R,5/5/22
2022-0092,3/23/22,RTHA,Red-tailed hawk,Burnsville,Yancey,D24,3/23/22
2022-0093,3/23/22,EASO,Eastern screech owl,Tuckasegee,Jackson,R,4/22/22
2022-0094,3/23/22,EAPH,Eastern phoebe,Weaverville,Buncombe,D24,3/23/22
2022-0095,3/23/22,TECA,Eastern box turtle,Wilksborro,NA,D,3/30/22
2022-0096,3/26/22,RTHA,Red-tailed hawk,Concord,Cabarrus,Reh,0000-00-00
2022-0097,3/26/22,GHOW,Great horned owl,,NA,E,5/13/22
2022-0098,3/28/22,RTHA,Red-tailed hawk,Sylva,Jackson,E24,3/28/22
2022-0099,3/30/22,AMRO,American robin,wilkboro,NA,D24,3/30/22
2022-0100,3/30/22,SYFL,Eastern cottontail,Boone,Watauga,T,3/31/22
2022-0101,3/30/22,SYFL,Eastern cottontail,Boone,Watauga,T,3/31/22
2022-0102,3/30/22,SYFL,Eastern cottontail,Boone,Watauga,D24,3/31/22
2022-0103,3/30/22,SYFL,Eastern cottontail,Boone,Watauga,T,3/31/22
2022-0104,3/30/22,SYFL,Eastern cottontail,Boone,Watauga,T,3/31/22
2022-0105,3/31/22,BAEA,Bald Eagle,Ronda,Wilkes,R,4/6/22
2022-0106,3/31/22,BDOW,Barred owl,Mills River,Henderson,E,4/11/22
2022-0107,3/31/22,MODO,Mourning dove,Asheville,Buncombe,D,4/11/22
2022-0108,3/31/22,RTHA,Red-tailed hawk,Hendersonville,Henderson,E24,4/1/22
2022-0109,4/1/22,NOMO,Northern mockingbird,Morganton,Burke,E,4/29/22
2022-0110,4/1/22,COGR,Common grackle,Boone,Watauga,D24,4/2/22
2022-0111,4/2/22,TUTI,Tufted titmouse,Morganton,Burke,R,5/11/22
2022-0112,4/3/22,NOFL,Northern flicker,Roaring River,Wilkes,D24,4/3/22
2022-0113,4/3/22,BDOW,Barred owl,,NA,E24,4/4/22
2022-0114,4/4/22,BDOW,Barred owl,Zionville,Watauga,R,5/7/22
2022-0115,4/5/22,SYFL,Eastern cottontail,,NA,D24,4/5/22
2022-0116,4/5/22,RSHA,Red-shouldered hawk,Morganton,Burke,R,5/3/22
2022-0117,4/5/22,TRES,Tree swallow,Asheville,Buncombe,D,4/7/22
2022-0118,4/6/22,COGR,Common grackle,burnsville,Yancey,R,5/18/22
2022-0119,4/6/22,EASO,Eastern screech owl,Hiville,Henderson,E24,4/7/22
2022-0120,4/6/22,RODO,Rock dove,Franklin,Macon,T,5/3/22
2022-0121,4/7/22,PELE,White-footed mouse,Newland,Avery,R,4/7/22
2022-0122,4/7/22,???,unknown,Wilkesboro,Wilkes,D24,4/7/22
2022-0123,4/8/22,DIVI,Virginia opossum,,NA,R,5/12/22
2022-0124,4/8/22,DIVI,Virginia opossum,,NA,R,5/12/22
2022-0125,4/8/22,DIVI,Virginia opossum,Morganton,Burke,R,5/12/22
2022-0126,4/8/22,DIVI,Virginia opossum,,NA,R,5/12/22
2022-0127,4/8/22,PELE,White-footed mouse,Boone,Watauga,R,4/12/22
2022-0128,4/9/22,COHA,Cooper's Hawk,Banner Elk,Avery,R,4/11/22
2022-0129,4/10/22,OSPR,Osprey,Connelly springs,Burke,E,4/13/22
2022-0130,4/10/22,PELE,White-footed mouse,Zionville,Watauga,EOA,4/10/22
2022-0131,4/10/22,PELE,White-footed mouse,Zionville,Watauga,EOA,4/10/22
2022-0132,4/10/22,SYFL,Eastern cottontail,Boone,Watauga,R,4/22/22
2022-0133,4/11/22,MODO,Mourning dove,Boone,Watauga,D,5/17/22
2022-0134,4/11/22,AMGO,American goldfinch,Bakersville,Mitchell,DOA,4/11/22
2022-0135,4/11/22,HOFI,House finch,Asheville,Buncombe,R,5/10/22
2022-0136,4/11/22,HOFI,House finch,,NA,D,4/16/22
2022-0137,4/11/22,MODO,Mourning dove,Asheville,Buncombe,R,5/5/22
2022-0138,4/12/22,NRWS,Northern rough-winged swallow,Boone,Watauga,D24,4/13/22
2022-0139,4/12/22,DIVI,Virginia opossum,Candler,Buncombe,E,5/13/22
2022-0140,4/12/22,AMGO,American goldfinch,Chapel Hill,Orange,E,4/16/22
2022-0141,4/12/22,MODO,Mourning dove,Cullowhee,Jackson,R,4/14/22
2022-0142,4/12/22,SYFL,Eastern cottontail,Millers Creek,Wilkes,E24,4/12/22
2022-0143,4/12/22,BWHA,Broad-winged hawk,Lake Lure,Rutherford,R,4/27/22
2022-0144,4/13/22,SYFL,Eastern cottontail,Bakersville,Mitchell,D,4/15/22
2022-0145,4/13/22,NRWS,Northern rough-winged swallow,Zionville,Watauga,E24,4/13/22
2022-0146,4/14/22,YRWA,Yellow-Rumped Warbler,Hudson,Caldwell,D,4/16/22
2022-0147,4/14/22,DIVI,Virginia opossum,Morganton,Burke,E,4/27/22
2022-0148,4/14/22,MODO,Mourning dove,Todd,Ashe,E24,4/14/22
2022-0149,4/14/22,DIVI,Virginia opossum,Taylorsville,Alexander,EOA,4/14/22
2022-0150,4/14/22,DIVI,Virginia opossum,Taylorsville,Alexander,EOA,4/14/22
2022-0151,4/14/22,DIVI,Virginia opossum,Taylorsville,Alexander,EOA,4/14/22
2022-0152,4/14/22,DIVI,Virginia opossum,Taylorsville,Alexander,EOA,4/14/22
2022-0153,4/14/22,DIVI,Virginia opossum,Taylorsville,Alexander,EOA,4/14/22
2022-0154,4/14/22,DIVI,Virginia opossum,Taylorsville,Alexander,EOA,4/14/22
2022-0155,4/14/22,DIVI,Virginia opossum,Taylorsville,Alexander,EOA,4/14/22
2022-0156,4/15/22,CAWR,Carolina wren,Hickory,Catawba,D,4/17/22
2022-0157,4/15/22,CAWR,Carolina wren,Hickory,Catawba,D,4/17/22
2022-0158,4/15/22,HOFI,House finch,Weaverville,Buncombe,R,5/10/22
2022-0159,4/15/22,HOFI,House finch,Weaverville,Buncombe,R,5/10/22
2022-0160,4/15/22,HETH,Hermit thrush,Asheville,Buncombe,E,7/2/22
2022-0161,4/15/22,MODO,Mourning dove,Rutherford,NA,R,5/5/22
2022-0162,4/15/22,AMCR,American crow,Asheville,Buncombe,D,4/18/22
2022-0163,4/15/22,MODO,Mourning dove,Candler,Buncombe,R,6/23/22
2022-0164,4/15/22,PELE,White-footed mouse,Asheville,Buncombe,R,4/27/22
2022-0165,4/16/22,GLVO,Southern flying squirrel,Newland,Avery,R,5/30/22
2022-0166,4/16/22,GLVO,Southern flying squirrel,Newland,Avery,R,5/30/22
2022-0167,4/16/22,DIVI,Virginia opossum,Boone,Watauga,E,7/5/22
2022-0168,4/17/22,DIVI,Virginia opossum,,NA,R,4/29/22
2022-0169,4/17/22,DIVI,Virginia opossum,,NA,R,4/29/22
2022-0170,4/17/22,DIVI,Virginia opossum,,NA,R,4/29/22
2022-0171,4/18/22,DIVI,Virginia opossum,,NA,E,4/20/22
2022-0172,4/18/22,GLVO,Southern flying squirrel,Linville,Avery,D24,4/18/22
2022-0173,4/18/22,SYFL,Eastern cottontail,Burnsville,Yancey,E,5/20/22
2022-0174,4/20/22,PELE,White-footed mouse,,NA,E,4/26/22
2022-0175,4/21/22,EUST,European starling,Banner Elk,Avery,R,4/23/22
2022-0176,4/22/22,DIVI,Virginia opossum,,NA,DOA,4/22/22
2022-0177,4/22/22,DIVI,Virginia opossum,Boone,Watauga,D,5/2/22
2022-0178,4/22/22,DIVI,Virginia opossum,Boone,Watauga,R,5/28/22
2022-0179,4/22/22,DIVI,Virginia opossum,Boone,Watauga,D,5/2/22
2022-0180,4/22/22,DIVI,Virginia opossum,Boone,Watauga,D,5/1/22
2022-0181,4/22/22,DIVI,Virginia opossum,Boone,Watauga,D,5/2/22
2022-0182,4/22/22,DIVI,Virginia opossum,Boone,Watauga,R,5/28/22
2022-0183,4/22/22,DIVI,Virginia opossum,Boone,Watauga,D,5/6/22
2022-0184,4/22/22,DIVI,Virginia opossum,Boone,Watauga,R,5/28/22
2022-0185,4/22/22,DIVI,Virginia opossum,Boone,Watauga,E,5/9/22
2022-0186,4/22/22,DIVI,Virginia opossum,Boone,Watauga,D,5/3/22
2022-0187,4/22/22,BRTH,Brown thrasher,Bakersville,Mitchell,D24,4/23/22
2022-0188,4/22/22,SCCA,Eastern gray squirrel,Banner Elk,Avery,R,5/30/22
2022-0189,4/23/22,GLVO,Southern flying squirrel,Newland,Avery,R,4/25/22
2022-0190,4/23/22,SYFL,Eastern cottontail,Spruce Pine,Mitchell,D,4/25/22
2022-0191,4/24/22,TAST,Eastern chipmunk,Banner Elk,Avery,R,9/8/22
2022-0192,4/24/22,CAGO,Canada goose,Banner Elk,Avery,R,4/25/22
2022-0193,4/24/22,CAGO,Canada goose,Banner Elk,Avery,R,4/25/22
2022-0194,4/24/22,TAHU,Red squirrel,Banner Elk,Avery,R,5/2/22
2022-0195,4/24/22,RTHU,Ruby-throated hummingbird,Newland,NA,D24,4/24/22
2022-0196,4/25/22,RTHA,Red-tailed hawk,Conover,Catawba,E,5/2/22
2022-0197,4/25/22,HOFI,House finch,Boone,Watauga,DOA,4/25/22
2022-0198,4/25/22,SYFL,Eastern cottontail,Boone,Watauga,D,5/19/22
2022-0199,4/25/22,SYFL,Eastern cottontail,Boone,Watauga,D,4/27/22
2022-0200,4/26/22,DIVI,Virginia opossum,Sugar Grove,Watauga,R,5/18/22
2022-0201,4/26/22,MAMO,Groundhog,Newland,Avery,R,5/16/22
2022-0202,4/26/22,CAWR,Carolina wren,Ronda,Wilkes,DOA,4/26/22
2022-0203,4/26/22,CAWR,Carolina wren,Ronda,Wilkes,DOA,4/26/22
2022-0204,4/26/22,CAWR,Carolina wren,Ronda,Wilkes,D24,4/26/22
2022-0205,4/27/22,OSPR,Osprey,Leichester,Buncombe,R,5/17/22
2022-0206,4/27/22,NESI,Northern water snake,Banner Elk,Avery,D24,4/27/22
2022-0207,4/28/22,DIVI,Virginia opossum,,NA,D,5/1/22
2022-0208,4/28/22,DIVI,Virginia opossum,Spruce Pine,Mitchell,R,5/18/22
2022-0209,4/28/22,SYFL,Eastern cottontail,Morganton,Burke,D,5/12/22
2022-0210,4/28/22,SYFL,Eastern cottontail,Morganton,Burke,E,5/20/22
2022-0211,4/28/22,DIVI,Virginia opossum,Spruce Pine,Mitchell,R,4/29/22
2022-0212,4/28/22,SYFL,Eastern cottontail,Blowing Rock,Watauga,D24,4/29/22
2022-0213,4/28/22,EATO,Eastern towhee,,NA,D24,4/28/22
2022-0214,4/29/22,BDOW,Barred owl,Morganton,Burke,DOA,4/29/22
2022-0215,4/29/22,RTHU,Ruby-throated hummingbird,Banner Elk,Avery,R,4/29/22
2022-0216,4/29/22,DIVI,Virginia opossum,Asheville,Buncombe,DOA,4/29/22
2022-0217,4/29/22,DIVI,Virginia opossum,Asheville,Buncombe,R,5/21/22
2022-0218,4/29/22,DIVI,Virginia opossum,Asheville,Buncombe,R,5/28/22
2022-0219,4/29/22,DIVI,Virginia opossum,Asheville,Buncombe,R,5/28/22
2022-0220,4/29/22,DIVI,Virginia opossum,Asheville,Buncombe,R,5/21/22
2022-0221,4/29/22,DIVI,Virginia opossum,Asheville,Buncombe,R,5/28/22
2022-0222,4/29/22,DIVI,Virginia opossum,Asheville,Buncombe,R,5/21/22
2022-0223,4/29/22,DIVI,Virginia opossum,Blowing Rock,Watauga,R,6/11/22
2022-0224,4/29/22,DIVI,Virginia opossum,Blowing Rock,Watauga,D,5/27/22
2022-0225,4/29/22,DIVI,Virginia opossum,Blowing Rock,Watauga,R,5/28/22
2022-0226,4/29/22,DIVI,Virginia opossum,Blowing Rock,Watauga,R,5/28/22
2022-0227,4/29/22,DIVI,Virginia opossum,Blowing Rock,Watauga,R,6/11/22
2022-0228,4/29/22,DIVI,Virginia opossum,Blowing Rock,Watauga,E,5/27/22
2022-0229,4/30/22,SCCA,Eastern gray squirrel,Leicster,NA,D,5/3/22
2022-0230,4/30/22,AMCR,American crow,Newland,Avery,T,7/21/22
2022-0231,4/30/22,SYFL,Eastern cottontail,Boone,Watauga,D24,4/30/22
2022-0232,4/30/22,SCCA,Eastern gray squirrel,Mars Hill,Madison,E,5/6/22
2022-0233,5/1/22,SYFL,Eastern cottontail,,NA,R,5/5/22
2022-0234,5/1/22,MAMO,Groundhog,,Watauga,R,7/15/22
2022-0235,5/3/22,BDOW,Barred owl,Newton,Catawba,D,5/4/22
2022-0236,5/3/22,WBNU,White-breasted nuthatch,Hendersonville,Henderson,R,5/18/22
2022-0237,5/3/22,EASO,Eastern screech owl,Sylva,Jackson,R,6/29/22
2022-0238,5/4/22,SYFL,Eastern cottontail,Spruce Pine,Mitchell,DOA,5/4/22
2022-0239,5/4/22,DIVI,Virginia opossum,Burnsville,Yancey,R,5/18/22
2022-0240,5/4/22,SYFL,Eastern cottontail,Vilas,Watauga,R,5/10/22
2022-0241,5/4/22,DIVI,Virginia opossum,,NA,D,5/6/22
2022-0242,5/5/22,SYFL,Eastern cottontail,Boone,Watauga,R,5/12/22
2022-0243,5/5/22,SYFL,Eastern cottontail,Boone,Watauga,R,5/12/22
2022-0244,5/5/22,SYFL,Eastern cottontail,Boone,Watauga,R,5/12/22
2022-0245,5/5/22,SYFL,Eastern cottontail,Boone,Watauga,R,5/12/22
2022-0246,5/5/22,EABL,Eastern bluebird,Trade,NA,E24,5/5/22
2022-0247,5/6/22,EASO,Eastern screech owl,Arden,Buncombe,R,6/28/22
2022-0248,5/6/22,EASO,Eastern screech owl,Arden,Buncombe,R,6/28/22
2022-0249,5/6/22,MAMO,Groundhog,Jonas Ridge,Burke,E24,5/6/22
2022-0250,5/6/22,CHSE,Snapping turtle,Boone,Watauga,R,6/10/22
2022-0251,5/6/22,EUST,European starling,,NA,R,6/1/22
2022-0252,5/7/22,EAPH,Eastern phoebe,Ferguson,Wilkes,R,6/18/22
2022-0253,5/7/22,PIWO,Pileated woodpecker,,NA,R,6/12/22
2022-0254,5/7/22,SYFL,Eastern cottontail,Banner Elk,Avery,E,5/9/22
2022-0255,5/8/22,CAWR,Carolina wren,Newland,Avery,D24,5/9/22
2022-0256,5/9/22,SYFL,Eastern cottontail,Lenoir,Caldwell,E24,5/9/22
2022-0257,5/9/22,BWHA,Broad-winged hawk,Lenoir,Caldwell,R,5/24/22
2022-0258,5/9/22,RSHA,Red-shouldered hawk,State Road,Surry,R,7/11/22
2022-0259,5/10/22,SYFL,Eastern cottontail,Zionville,Watauga,R,5/12/22
2022-0260,5/10/22,SYFL,Eastern cottontail,Zionville,Watauga,R,5/12/22
2022-0261,5/10/22,EUST,European starling,,NA,R,6/1/22
2022-0262,5/11/22,RTHU,Ruby-throated hummingbird,,NA,E,5/14/22
2022-0263,5/11/22,DIVI,Virginia opossum,,NA,R,6/9/22
2022-0264,5/11/22,DIVI,Virginia opossum,,NA,R,6/11/22
2022-0265,5/11/22,DIVI,Virginia opossum,,NA,R,6/11/22
2022-0266,5/11/22,DIVI,Virginia opossum,,NA,R,6/9/22
2022-0267,5/11/22,DIVI,Virginia opossum,,NA,R,6/9/22
2022-0268,5/11/22,DIVI,Virginia opossum,,NA,D,6/6/22
2022-0269,5/11/22,DIVI,Virginia opossum,,NA,R,6/9/22
2022-0270,5/11/22,DIVI,Virginia opossum,,NA,R,6/9/22
2022-0271,5/11/22,RTHU,Ruby-throated hummingbird,,NA,E,5/14/22
2022-0272,5/11/22,CEWA,Cedar waxwing,Swannanoa,Buncombe,EOA,5/11/22
2022-0273,5/11/22,EATO,Eastern towhee,,NA,R,6/13/22
2022-0274,5/11/22,NOMO,Northern mockingbird,Marion,McDowell,R,5/25/22
2022-0275,5/11/22,RBGR,Rose-breasted grosbeak,Boone,Watauga,R,6/13/22
2022-0276,5/11/22,BRTH,Brown thrasher,,NA,R,5/27/22
2022-0277,5/12/22,BRTH,Brown thrasher,Hudson,Caldwell,R,6/27/22
2022-0278,5/12/22,RTHU,Ruby-throated hummingbird,Boone,Watauga,D24,5/13/22
2022-0279,5/12/22,TRES,Tree swallow,Green Mountain,Yancey,D,6/10/22
2022-0280,5/12/22,DIVI,Virginia opossum,Marion,McDowell,R,6/11/22
2022-0281,5/12/22,DIVI,Virginia opossum,Marion,McDowell,R,6/11/22
2022-0282,5/12/22,DIVI,Virginia opossum,Newland,Avery,R,6/9/22
2022-0283,5/12/22,DIVI,Virginia opossum,,NA,R,6/9/22
2022-0284,5/12/22,MAMO,Groundhog,Boone,Watauga,R,7/15/22
2022-0285,5/13/22,DIVI,Virginia opossum,Sugar Grove,Watauga,R,5/21/22
2022-0286,5/13/22,EASO,Eastern screech owl,,NA,R,6/27/22
2022-0287,5/13/22,EASO,Eastern screech owl,,NA,R,6/27/22
2022-0288,5/13/22,MODO,Mourning dove,Valdese,Burke,R,6/1/22
2022-0289,5/13/22,MODO,Mourning dove,,NA,R,6/1/22
2022-0290,5/13/22,EUST,European starling,Black Mountain,Buncombe,D,5/15/22
2022-0291,5/13/22,DIVI,Virginia opossum,Elk Park,Avery,D,5/15/22
2022-0292,5/13/22,DIVI,Virginia opossum,Elk Park,Avery,R,6/11/22
2022-0293,5/13/22,DIVI,Virginia opossum,Elk Park,Avery,E,5/17/22
2022-0294,5/13/22,BARS,Barn swallow,Banner Elk,Avery,D24,5/13/22
2022-0295,5/14/22,DIVI,Virginia opossum,Spruce Pine,Mitchell,R,6/13/22
2022-0296,5/14/22,DIVI,Virginia opossum,Spruce Pine,Mitchell,R,6/26/22
2022-0297,5/14/22,DIVI,Virginia opossum,Spruce Pine,Mitchell,R,6/13/22
2022-0298,5/14/22,DIVI,Virginia opossum,Spruce Pine,Mitchell,R,6/25/22
2022-0299,5/14/22,BRTH,Brown thrasher,Millers Creek,Wilkes,D24,5/15/22
2022-0300,5/14/22,SYFL,Eastern cottontail,,NA,R,5/27/22
2022-0301,5/14/22,SYFL,Eastern cottontail,,NA,R,6/3/22
2022-0302,5/14/22,SYFL,Eastern cottontail,,NA,R,5/27/22
2022-0303,5/14/22,SYFL,Eastern cottontail,,NA,R,6/25/22
2022-0304,5/14/22,SYFL,Eastern cottontail,,NA,R,5/27/22
2022-0305,5/14/22,SYFL,Eastern cottontail,,NA,R,5/25/22
2022-0306,5/14/22,SYFL,Eastern cottontail,,NA,R,5/27/22
2022-0307,5/14/22,SYFL,Eastern cottontail,,NA,R,5/27/22
2022-0308,5/14/22,SYFL,Eastern cottontail,,NA,R,5/25/22
2022-0309,5/15/22,SYFL,Eastern cottontail,Blowing Rock,Watauga,R,5/18/22
2022-0310,5/15/22,DIVI,Virginia opossum,Blowing Rock,Watauga,R,5/18/22
2022-0311,5/15/22,EABL,Eastern bluebird,Bakersville,Mitchell,R,6/13/22
2022-0312,5/15/22,EABL,Eastern bluebird,Bakersville,Mitchell,R,6/13/22
2022-0313,5/15/22,EABL,Eastern bluebird,Bakersville,Mitchell,R,6/13/22
2022-0314,5/15/22,EABL,Eastern bluebird,Bakersville,Mitchell,R,6/13/22
2022-0315,5/15/22,EABL,Eastern bluebird,Bakersville,Mitchell,R,6/13/22
2022-0316,5/16/22,SYFL,Eastern cottontail,Catawba,Catawba,R,5/25/22
2022-0317,5/16/22,SYFL,Eastern cottontail,Bakersville,Mitchell,D24,5/17/22
2022-0318,5/16/22,EUST,European starling,,NA,R,6/1/22
2022-0319,5/16/22,EUST,European starling,,NA,R,5/21/22
2022-0320,5/16/22,EUST,European starling,,NA,R,5/21/22
2022-0321,5/16/22,EUST,European starling,,NA,R,5/21/22
2022-0322,5/16/22,EUST,European starling,,NA,R,5/21/22
2022-0323,5/16/22,TAST,Eastern chipmunk,Newland,Avery,R,6/6/22
2022-0324,5/16/22,MODO,Mourning dove,Banner Elk,Avery,D24,5/16/22
2022-0325,5/16/22,COGR,Common grackle,Boone,NA,D24,5/17/22
2022-0326,5/16/22,DIVI,Virginia opossum,Roan Mountain,NA,D24,5/17/22
2022-0327,5/16/22,MAMO,Groundhog,Roan Mountain,NA,E,5/27/22
